Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2016/011.218;-;HT GERAÇÃO DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;28/07/2016;-;-;-;-;15000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Boa Vista;-;Teutônia;Ponto 1;"-29,4541607489395";"-51,7068569168224";-;-
2016/010.291;-;João Carlos Jacobs;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;15/07/2016;15/07/2016;-;-;-;10040;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Guacho;-;Campestre da Serra;Ponto 1;"-28,8072";"-51,0233";-;-
2018/002.035;-;SERRA DOS CAVALINHOS II ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;11/07/2016;24/01/2018;-;-;-;7718000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Monte Alegre dos Campos;Ponto 1;"-28,7913937843194";"-50,7463431358337";-;-
2016/025.891;-;Conquista Geração de Energia Elétrica Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;08/07/2016;08/12/2016;-;-;-;880000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-28,2967";"-50,8564";-;-
2016/009.169;-;Conquista Geração de Energia Elétrica Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;04/07/2016;29/08/2017;-;-;-;1470000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Vacaria;Ponto 1;"-28,3217";"-50,8642";-;-
2016/008.018;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/06/2016;08/07/2020;-;-;-;3543000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Gramado Xavier;Ponto 1;"-29,2587665674645";"-52,6818554804459";-;-
2016/008.016;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/06/2016;07/07/2020;-;-;-;7835000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Barros Cassal;Ponto 1;"-29,2217490373422";"-52,6704027402137";-;-
2016/007.976;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;21/06/2016;07/07/2020;-;-;-;7344000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Passa Sete;Ponto 1;"-29,442915605746";"-52,7734939818986";-;-
2016/007.970;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;21/06/2016;14/07/2020;-;-;-;6117500;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Passa Sete;Ponto 1;"-29,4051850331252";"-52,7575074230542";-;-
2016/007.963;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;21/06/2016;07/07/2020;-;-;-;3514000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Lagoão;Ponto 1;"-29,3675356309659";"-52,7459475784488";-;-
2016/007.777;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;20/06/2016;01/07/2020;-;-;-;1396000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Lagoão;Barramento;"-29,3289844444486";"-52,7326841549166";-;-
2016/007.736;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;20/06/2016;14/07/2020;-;-;-;1555000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Sinimbu;Ponto 1;"-29,3180164291718";"-52,7218787358187";-;-
2016/006.690;-;LAGOS GERAÇÃO E COMERCIALIZAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;31/05/2016;05/06/2016;-;-;-;5820;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Cachoeira;-;Ajuricaba;Ponto 1;"-28,2294444444444";"-53,7413888888889";-;-
2017/021.935;-;CAM - CONSULTORIA AGROPECUARIA MAGRIN LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;16/05/2016;21/07/2017;-;-;-;"24815,755";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Lajeado dos Ivos;-;Lagoa Vermelha;Centro do Barramento;"-28,1610057406943";"-51,5007948875427";-;-
2016/005.487;-;Marlon Roberto Bonamigo;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/05/2016;12/05/2016;-;-;-;"36916,38";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Camaquã;Arroio Maria Santa;-;Encruzilhada do Sul;Ponto 1;"-30,7511302512143";"-52,5497317314148";-;-
2016/007.016;-;Rincão Energia S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;10/05/2016;06/06/2016;-;-;-;830000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Ijuizinho;-;Entre-Ijuís;Ponto 1;"-28,4212";"-54,2978";-;-
2016/007.957;-;TRES FRONTEIRAS GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;04/05/2016;01/07/2020;-;-;-;5754000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Gramado Xavier;Ponto 1;"-29,2907602964516";"-52,7066558699673";-;-
2018/007.695;-;Altair Calderoli;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/04/2016;23/03/2018;-;-;-;57050;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Não Sabia;-;Vista Alegre do Prata;Ponto 1;"-28,8091";"-51,7366";-;-
2016/002.641;-;HT GERAÇÃO DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;18/03/2016;28/07/2016;-;-;-;15000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Boa Vista;-;Teutônia;Ponto 1;"-29,4541607489395";"-51,7068569168224";-;-
2016/001.993;-;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;25/02/2016;07/06/2016;-;-;-;"652185,76";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Arroio Jaquirana;-;Arroio do Tigre;Ponto 1;"-29,2559262184363";"-53,1017088890076";-;-
2016/000.592;-;Paulo Soares Blessmann;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;20/01/2016;11/07/2016;"0,000367";"0,000367";m³/s;10040;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Guacho;-;Campestre da Serra;Ponto 1;"-28,8071512284165";"-51,0232758522034";-;-
;;;;;;;;;;;;;;;;;;;;;;;;
